name,Adduct,mz,Polarity,FullName
Succinyl coenzyme A (Succinyl-CoA),[M+H-H2O]+,849.12014,positive,Succinyl coenzyme A (Succinyl-CoA)_[M+H-H2O]+
Diguanosine tetraphosphate,[M+H-H2O]+,850.02699,positive,Diguanosine tetraphosphate_[M+H-H2O]+
Glutaryl-CoA,[M+H-H2O]+,863.13579,positive,Glutaryl-CoA_[M+H-H2O]+
Octanoyl-CoA,[M+H-H2O]+,875.20856,positive,Octanoyl-CoA_[M+H-H2O]+
DL-3-hydroxy-3-methylglutaryl-CoA (HMG CoA),[M+H-H2O]+,893.14636,positive,DL-3-hydroxy-3-methylglutaryl-CoA (HMG CoA)_[M+H-H2O]+
Decanoyl-CoA,[M+H-H2O]+,903.23986,positive,Decanoyl-CoA_[M+H-H2O]+
Lauroyl-CoA,[M+H-H2O]+,931.27116,positive,Lauroyl-CoA_[M+H-H2O]+
Myristoyl-coenzyme A,[M+H-H2O]+,959.30246,positive,Myristoyl-coenzyme A_[M+H-H2O]+
Palmitoyl CoA,[M+H-H2O]+,987.33376,positive,Palmitoyl CoA_[M+H-H2O]+
Oxytocin,[M+H-H2O]+,988.42534,positive,Oxytocin_[M+H-H2O]+
Linoleoyl-CoA,[M+H-H2O]+,1011.33376,positive,Linoleoyl-CoA_[M+H-H2O]+
Oleoyl-CoA,[M+H-H2O]+,1013.34941,positive,Oleoyl-CoA_[M+H-H2O]+
Stearoyl-CoA,[M+H-H2O]+,1015.36506,positive,Stearoyl-CoA_[M+H-H2O]+
Acetaldehyde,[M+NH4]+,62.06004,positive,Acetaldehyde_[M+NH4]+
Urea,[M+NH4]+,78.06618,positive,Urea_[M+NH4]+
Ethanolamine,[M+NH4]+,79.08658,positive,Ethanolamine_[M+NH4]+
Imidazole,[M+NH4]+,86.07127,positive,Imidazole_[M+NH4]+
Propynoic acid,[M+NH4]+,88.0393,positive,Propynoic acid_[M+NH4]+
Pyruvaldehyde,[M+NH4]+,90.05495,positive,Pyruvaldehyde_[M+NH4]+
Methylguanidine,[M+NH4]+,91.09782,positive,Methylguanidine_[M+NH4]+
Glyoxylate,[M+NH4]+,92.03421,positive,Glyoxylate_[M+NH4]+
Hydroxyacetone,[M+NH4]+,92.0706,positive,Hydroxyacetone_[M+NH4]+
Propionic acid,[M+NH4]+,92.0706,positive,Propionic acid_[M+NH4]+
L-Lactaldehyde,[M+NH4]+,92.11232,positive,L-Lactaldehyde_[M+NH4]+
"1,3-Diaminopropane",[M+NH4]+,92.11822,positive,"1,3-Diaminopropane_[M+NH4]+"
Glycine,[M+NH4]+,93.06585,positive,Glycine_[M+NH4]+
Glycolate,[M+NH4]+,94.04987,positive,Glycolate_[M+NH4]+
Propylene glycol,[M+NH4]+,94.08625,positive,Propylene glycol_[M+NH4]+
Cysteamine,[M+NH4]+,95.06374,positive,Cysteamine_[M+NH4]+
3-Butynoic acid,[M+NH4]+,102.05495,positive,3-Butynoic acid_[M+NH4]+
Diacetyl,[M+NH4]+,104.0706,positive,Diacetyl_[M+NH4]+
Pyruvate,[M+NH4]+,106.04987,positive,Pyruvate_[M+NH4]+
Acetoin,[M+NH4]+,106.08625,positive,Acetoin_[M+NH4]+
Butanoic acid,[M+NH4]+,106.08625,positive,Butanoic acid_[M+NH4]+
Putrescine,[M+NH4]+,106.13387,positive,Putrescine_[M+NH4]+
Beta-Alanine,[M+NH4]+,107.0815,positive,Beta-Alanine_[M+NH4]+
Sarcosine,[M+NH4]+,107.0815,positive,Sarcosine_[M+NH4]+
L-Alanine,[M+NH4]+,107.0815,positive,L-Alanine_[M+NH4]+
Oxalate,[M+NH4]+,108.02913,positive,Oxalate_[M+NH4]+
3-Hydroxypropionic acid (beta-lactic acid),[M+NH4]+,108.06551,positive,3-Hydroxypropionic acid (beta-lactic acid)_[M+NH4]+
Dihydroxyacetone,[M+NH4]+,108.06551,positive,Dihydroxyacetone_[M+NH4]+
DL-lactate,[M+NH4]+,108.06551,positive,DL-lactate_[M+NH4]+
Glyceraldehyde,[M+NH4]+,108.06551,positive,Glyceraldehyde_[M+NH4]+
Glycerol,[M+NH4]+,110.08117,positive,Glycerol_[M+NH4]+
Phenol,[M+NH4]+,112.07569,positive,Phenol_[M+NH4]+
2-Aminopyrazine,[M+NH4]+,113.08217,positive,2-Aminopyrazine_[M+NH4]+
3-Hexanone,[M+NH4]+,118.12263,positive,3-Hexanone_[M+NH4]+
Betaine aldehyde,[M+NH4]+,119.11788,positive,Betaine aldehyde_[M+NH4]+
2-Ketobutyric acid,[M+NH4]+,120.06551,positive,2-Ketobutyric acid_[M+NH4]+
Acetoacetic acid,[M+NH4]+,120.06551,positive,Acetoacetic acid_[M+NH4]+
Isovaleric acid,[M+NH4]+,120.1019,positive,Isovaleric acid_[M+NH4]+
Valeric acid,[M+NH4]+,120.1019,positive,Valeric acid_[M+NH4]+
Cadaverine,[M+NH4]+,120.14952,positive,Cadaverine_[M+NH4]+
Dimethylglycine,[M+NH4]+,121.09715,positive,Dimethylglycine_[M+NH4]+
(S)-2-aminobutyric acid,[M+NH4]+,121.09715,positive,(S)-2-aminobutyric acid_[M+NH4]+
4-Aminobutyric acid,[M+NH4]+,121.09715,positive,4-Aminobutyric acid_[M+NH4]+
bata-Hydroxypyruvic acid,[M+NH4]+,122.04478,positive,bata-Hydroxypyruvic acid_[M+NH4]+
Malonic acid,[M+NH4]+,122.04478,positive,Malonic acid_[M+NH4]+
DL-a-Hydroxybutyric acid,[M+NH4]+,122.08117,positive,DL-a-Hydroxybutyric acid_[M+NH4]+
(R)-3-Hydroxybutyric acid,[M+NH4]+,122.08117,positive,(R)-3-Hydroxybutyric acid_[M+NH4]+
DL-3-Hydroxybutyric acid,[M+NH4]+,122.08117,positive,DL-3-Hydroxybutyric acid_[M+NH4]+
beta-Hydroxybutyrate,[M+NH4]+,122.08117,positive,beta-Hydroxybutyrate_[M+NH4]+
Choline,[M+NH4]+,122.14136,positive,Choline_[M+NH4]+
DL-Serine,[M+NH4]+,123.07641,positive,DL-Serine_[M+NH4]+
L-Serine,[M+NH4]+,123.07641,positive,L-Serine_[M+NH4]+
Glyceric acid,[M+NH4]+,124.06043,positive,Glyceric acid_[M+NH4]+
Quinone,[M+NH4]+,126.05495,positive,Quinone_[M+NH4]+
Hypotaurine,[M+NH4]+,127.05357,positive,Hypotaurine_[M+NH4]+
"1,4-Dihydroxybenzene",[M+NH4]+,128.0706,positive,"1,4-Dihydroxybenzene_[M+NH4]+"
Pyrocatechol,[M+NH4]+,128.0706,positive,Pyrocatechol_[M+NH4]+
Pyrrole-2-carboxylic acid,[M+NH4]+,129.06585,positive,Pyrrole-2-carboxylic acid_[M+NH4]+
Cytosine,[M+NH4]+,129.07708,positive,Cytosine_[M+NH4]+
Histamine,[M+NH4]+,129.11347,positive,Histamine_[M+NH4]+
2-Furoic acid,[M+NH4]+,130.04987,positive,2-Furoic acid_[M+NH4]+
Uracil,[M+NH4]+,130.0611,positive,Uracil_[M+NH4]+
Creatinine,[M+NH4]+,131.09273,positive,Creatinine_[M+NH4]+
Dihydrouracil,[M+NH4]+,132.07675,positive,Dihydrouracil_[M+NH4]+
D-Proline,[M+NH4]+,133.09715,positive,D-Proline_[M+NH4]+
L-Proline,[M+NH4]+,133.09715,positive,L-Proline_[M+NH4]+
Fumarate,[M+NH4]+,134.04478,positive,Fumarate_[M+NH4]+
Maleic acid,[M+NH4]+,134.04478,positive,Maleic acid_[M+NH4]+
Levulinic acid,[M+NH4]+,134.08117,positive,Levulinic acid_[M+NH4]+
Alpha-ketoisovaleric acid,[M+NH4]+,134.08117,positive,Alpha-ketoisovaleric acid_[M+NH4]+
Isocaproic acid,[M+NH4]+,134.11755,positive,Isocaproic acid_[M+NH4]+
Caproic acid,[M+NH4]+,134.11755,positive,Caproic acid_[M+NH4]+
Acetylglycine,[M+NH4]+,135.07641,positive,Acetylglycine_[M+NH4]+
Guanidoacetic acid,[M+NH4]+,135.08765,positive,Guanidoacetic acid_[M+NH4]+
Indole,[M+NH4]+,135.09167,positive,Indole_[M+NH4]+
Betaine,[M+NH4]+,135.1128,positive,Betaine_[M+NH4]+
L-Valine,[M+NH4]+,135.1128,positive,L-Valine_[M+NH4]+
5-Aminopentanoic acid,[M+NH4]+,135.1128,positive,5-Aminopentanoic acid_[M+NH4]+
Succinate,[M+NH4]+,136.06043,positive,Succinate_[M+NH4]+
Methylmalonic acid,[M+NH4]+,136.06043,positive,Methylmalonic acid_[M+NH4]+
2-Methyl-3-hydroxybutyric acid,[M+NH4]+,136.09682,positive,2-Methyl-3-hydroxybutyric acid_[M+NH4]+
3-Hydroxyisovaleric acid,[M+NH4]+,136.09682,positive,3-Hydroxyisovaleric acid_[M+NH4]+
2-Hydroxy-3-methylbutyric acid,[M+NH4]+,136.09682,positive,2-Hydroxy-3-methylbutyric acid_[M+NH4]+
L-Threonine,[M+NH4]+,137.09206,positive,L-Threonine_[M+NH4]+
L-homoserine,[M+NH4]+,137.09206,positive,L-homoserine_[M+NH4]+
3-Mercaptopyruvic acid,[M+NH4]+,138.02194,positive,3-Mercaptopyruvic acid_[M+NH4]+
3-Methylthiopropionate,[M+NH4]+,138.05832,positive,3-Methylthiopropionate_[M+NH4]+
Purine,[M+NH4]+,138.07742,positive,Purine_[M+NH4]+
L-Cysteine,[M+NH4]+,139.05357,positive,L-Cysteine_[M+NH4]+
Benzoic acid,[M+NH4]+,140.0706,positive,Benzoic acid_[M+NH4]+
Nicotinamide,[M+NH4]+,140.08183,positive,Nicotinamide_[M+NH4]+
Erythritol,[M+NH4]+,140.09173,positive,Erythritol_[M+NH4]+
D-Threitol,[M+NH4]+,140.09173,positive,D-Threitol_[M+NH4]+
Nicotinate,[M+NH4]+,141.06585,positive,Nicotinate_[M+NH4]+
Taurine,[M+NH4]+,143.04849,positive,Taurine_[M+NH4]+
Ciliatine,[M+NH4]+,143.058,positive,Ciliatine_[M+NH4]+
1-Methylhistamine,[M+NH4]+,143.12912,positive,1-Methylhistamine_[M+NH4]+
3-Methylhistamine,[M+NH4]+,143.12912,positive,3-Methylhistamine_[M+NH4]+
Thymine,[M+NH4]+,144.07675,positive,Thymine_[M+NH4]+
Imidazoleacetic acid,[M+NH4]+,144.07675,positive,Imidazoleacetic acid_[M+NH4]+
5-Amino-4-carbamoylimidazole (AICA),[M+NH4]+,144.08798,positive,5-Amino-4-carbamoylimidazole (AICA)_[M+NH4]+
Barbituric acid,[M+NH4]+,146.05601,positive,Barbituric acid_[M+NH4]+
Dihydrothymine,[M+NH4]+,146.0924,positive,Dihydrothymine_[M+NH4]+
Naphthalene,[M+NH4]+,146.09642,positive,Naphthalene_[M+NH4]+
L-Pyroglutamic acid,[M+NH4]+,147.07641,positive,L-Pyroglutamic acid_[M+NH4]+
L-Pipecolic acid,[M+NH4]+,147.1128,positive,L-Pipecolic acid_[M+NH4]+
Mesaconic acid,[M+NH4]+,148.06043,positive,Mesaconic acid_[M+NH4]+
Citraconic acid,[M+NH4]+,148.06043,positive,Citraconic acid_[M+NH4]+
Glutaconic acid,[M+NH4]+,148.06043,positive,Glutaconic acid_[M+NH4]+
alpha-Ketocaproic acid,[M+NH4]+,148.09682,positive,alpha-Ketocaproic acid_[M+NH4]+
3-Methyl-2-oxopentanoate,[M+NH4]+,148.09682,positive,3-Methyl-2-oxopentanoate_[M+NH4]+
Ketoleucine,[M+NH4]+,148.09682,positive,Ketoleucine_[M+NH4]+
ketoisocaproic acid,[M+NH4]+,148.09682,positive,ketoisocaproic acid_[M+NH4]+
N-Acetylputrescine,[M+NH4]+,148.14443,positive,N-Acetylputrescine_[M+NH4]+
Agmatine,[M+NH4]+,148.15567,positive,Agmatine_[M+NH4]+
5-Aminolevulinic acid,[M+NH4]+,149.09206,positive,5-Aminolevulinic acid_[M+NH4]+
Hydroxyproline,[M+NH4]+,149.09206,positive,Hydroxyproline_[M+NH4]+
N-Acetyl-L-alanine,[M+NH4]+,149.09206,positive,N-Acetyl-L-alanine_[M+NH4]+
cis-4-Hydroxy-D-proline,[M+NH4]+,149.09206,positive,cis-4-Hydroxy-D-proline_[M+NH4]+
Propionylglycine,[M+NH4]+,149.09206,positive,Propionylglycine_[M+NH4]+
Creatine,[M+NH4]+,149.1033,positive,Creatine_[M+NH4]+
L-Leucine,[M+NH4]+,149.12845,positive,L-Leucine_[M+NH4]+
L-Isoleucine,[M+NH4]+,149.12845,positive,L-Isoleucine_[M+NH4]+
L-Norleucine,[M+NH4]+,149.12845,positive,L-Norleucine_[M+NH4]+
N-Acetyl-beta-alanine,[M+NH4]+,149.16372,positive,N-Acetyl-beta-alanine_[M+NH4]+
Oxaloacetate,[M+NH4]+,150.0397,positive,Oxaloacetate_[M+NH4]+
Glutaric acid,[M+NH4]+,150.07608,positive,Glutaric acid_[M+NH4]+
Ethylmalonic acid,[M+NH4]+,150.07608,positive,Ethylmalonic acid_[M+NH4]+
L-Asparagine,[M+NH4]+,150.08731,positive,L-Asparagine_[M+NH4]+
3-Ureidopropionate,[M+NH4]+,150.08731,positive,3-Ureidopropionate_[M+NH4]+
Hydroxyisocaproic acid,[M+NH4]+,150.11246,positive,Hydroxyisocaproic acid_[M+NH4]+
5-Hydroxyhexanoic acid,[M+NH4]+,150.11246,positive,5-Hydroxyhexanoic acid_[M+NH4]+
2-Ethyl-2-Hydroxybutyric acid,[M+NH4]+,150.11246,positive,2-Ethyl-2-Hydroxybutyric acid_[M+NH4]+
Ornithine,[M+NH4]+,150.1237,positive,Ornithine_[M+NH4]+
D-Ornithine,[M+NH4]+,150.1237,positive,D-Ornithine_[M+NH4]+
L-Aspartate,[M+NH4]+,151.07133,positive,L-Aspartate_[M+NH4]+
D-Aspartic acid,[M+NH4]+,151.07133,positive,D-Aspartic acid_[M+NH4]+
Mandelonitrile,[M+NH4]+,151.08658,positive,Mandelonitrile_[M+NH4]+
L-Malic acid,[M+NH4]+,152.05534,positive,L-Malic acid_[M+NH4]+
2'-Deoxy-D-ribose,[M+NH4]+,152.09173,positive,2'-Deoxy-D-ribose_[M+NH4]+
L-Homocysteine,[M+NH4]+,153.06922,positive,L-Homocysteine_[M+NH4]+
DL-Homocysteine,[M+NH4]+,153.06922,positive,DL-Homocysteine_[M+NH4]+
S-Methyl-L-cysteine,[M+NH4]+,153.06922,positive,S-Methyl-L-cysteine_[M+NH4]+
Adenine,[M+NH4]+,153.08832,positive,Adenine_[M+NH4]+
N-Phenylacetamide,[M+NH4]+,153.10223,positive,N-Phenylacetamide_[M+NH4]+
L-Threonate,[M+NH4]+,154.07099,positive,L-Threonate_[M+NH4]+
Hypoxanthine,[M+NH4]+,154.07233,positive,Hypoxanthine_[M+NH4]+
4-Aminobenzoate,[M+NH4]+,155.0815,positive,4-Aminobenzoate_[M+NH4]+
Anthranilic acid (Vitamin L1),[M+NH4]+,155.0815,positive,Anthranilic acid (Vitamin L1)_[M+NH4]+
1-Methylnicotinamide,[M+NH4]+,155.10531,positive,1-Methylnicotinamide_[M+NH4]+
Tyramine,[M+NH4]+,155.11788,positive,Tyramine_[M+NH4]+
Trigonelline,[M+NH4]+,155.16982,positive,Trigonelline_[M+NH4]+
4-Hydroxybenzoate,[M+NH4]+,156.06552,positive,4-Hydroxybenzoate_[M+NH4]+
Gentisaldehyde,[M+NH4]+,156.06552,positive,Gentisaldehyde_[M+NH4]+
Salicylic acid,[M+NH4]+,156.06552,positive,Salicylic acid_[M+NH4]+
3-Hydroxybenzoate,[M+NH4]+,156.06552,positive,3-Hydroxybenzoate_[M+NH4]+
Urocanic acid,[M+NH4]+,156.07675,positive,Urocanic acid_[M+NH4]+
6-Hydroxynicotinic acid,[M+NH4]+,157.06076,positive,6-Hydroxynicotinic acid_[M+NH4]+
Acetyl phosphate,[M+NH4]+,158.02128,positive,Acetyl phosphate_[M+NH4]+
O-Phosphoethanolamine,[M+NH4]+,159.05292,positive,O-Phosphoethanolamine_[M+NH4]+
L-Histidinol,[M+NH4]+,159.12403,positive,L-Histidinol_[M+NH4]+
5-Hydroxymethyluracil,[M+NH4]+,160.07166,positive,5-Hydroxymethyluracil_[M+NH4]+
trans-2-Octenoic acid,[M+NH4]+,160.1332,positive,trans-2-Octenoic acid_[M+NH4]+
Caprylic acid,[M+NH4]+,162.14885,positive,Caprylic acid_[M+NH4]+
N-Acetylcadaverine,[M+NH4]+,162.16008,positive,N-Acetylcadaverine_[M+NH4]+
Isobutyrylglycine,[M+NH4]+,163.10771,positive,Isobutyrylglycine_[M+NH4]+
4-Guanidinobutyric acid,[M+NH4]+,163.11895,positive,4-Guanidinobutyric acid_[M+NH4]+
Acetylcholine,[M+NH4]+,163.1441,positive,Acetylcholine_[M+NH4]+
Allysine,[M+NH4]+,163.19022,positive,Allysine_[M+NH4]+
Spermidine,[M+NH4]+,163.19172,positive,Spermidine_[M+NH4]+
alpha-ketoglutarate,[M+NH4]+,164.05534,positive,alpha-ketoglutarate_[M+NH4]+
Phenylpropiolic acid,[M+NH4]+,164.0706,positive,Phenylpropiolic acid_[M+NH4]+
3-Methylglutaric acid,[M+NH4]+,164.09173,positive,3-Methylglutaric acid_[M+NH4]+
Adipic acid,[M+NH4]+,164.09173,positive,Adipic acid_[M+NH4]+
2-Methylglutaric acid,[M+NH4]+,164.09173,positive,2-Methylglutaric acid_[M+NH4]+
Monomethyl glutaric acid,[M+NH4]+,164.09173,positive,Monomethyl glutaric acid_[M+NH4]+
L-Glutamine,[M+NH4]+,164.10296,positive,L-Glutamine_[M+NH4]+
Dimethylbenzimidazole,[M+NH4]+,164.11822,positive,Dimethylbenzimidazole_[M+NH4]+
Butyl lactate,[M+NH4]+,164.12811,positive,Butyl lactate_[M+NH4]+
L-Lysine,[M+NH4]+,164.13935,positive,L-Lysine_[M+NH4]+
O-Acetyl-L-serine,[M+NH4]+,165.08698,positive,O-Acetyl-L-serine_[M+NH4]+
L-Glutamate,[M+NH4]+,165.08698,positive,L-Glutamate_[M+NH4]+
(S)-2-Hydroxyglutarate,[M+NH4]+,166.07099,positive,(S)-2-Hydroxyglutarate_[M+NH4]+
Citramalic acid,[M+NH4]+,166.07099,positive,Citramalic acid_[M+NH4]+
trans-cinnamate,[M+NH4]+,166.08625,positive,trans-cinnamate_[M+NH4]+
Dihydroxyfumarate,[M+NH4]+,166.10482,positive,Dihydroxyfumarate_[M+NH4]+
Mevalonic acid,[M+NH4]+,166.10738,positive,Mevalonic acid_[M+NH4]+
"L-Arabinono-1,4-lactone",[M+NH4]+,166.14782,positive,"L-Arabinono-1,4-lactone_[M+NH4]+"
L-Methionine,[M+NH4]+,167.08487,positive,L-Methionine_[M+NH4]+
3-Methyladenine,[M+NH4]+,167.18712,positive,3-Methyladenine_[M+NH4]+
Tartaric acid,[M+NH4]+,168.05026,positive,Tartaric acid_[M+NH4]+
meso-Tartaric acid,[M+NH4]+,168.05026,positive,meso-Tartaric acid_[M+NH4]+
D-Ribose,[M+NH4]+,168.08665,positive,D-Ribose_[M+NH4]+
D-Xylulose,[M+NH4]+,168.08665,positive,D-Xylulose_[M+NH4]+
D-Xylose,[M+NH4]+,168.08665,positive,D-Xylose_[M+NH4]+
L-Arabinose,[M+NH4]+,168.08665,positive,L-Arabinose_[M+NH4]+
D-Lyxose,[M+NH4]+,168.08665,positive,D-Lyxose_[M+NH4]+
3-Methylphenylacetic acid,[M+NH4]+,168.1019,positive,3-Methylphenylacetic acid_[M+NH4]+
3-Phenylpropanoic acid,[M+NH4]+,168.1019,positive,3-Phenylpropanoic acid_[M+NH4]+
2-Hydroxyadenine,[M+NH4]+,169.08323,positive,2-Hydroxyadenine_[M+NH4]+
Xanthine,[M+NH4]+,170.06725,positive,Xanthine_[M+NH4]+
Oxypurinol,[M+NH4]+,170.06725,positive,Oxypurinol_[M+NH4]+
Vanillin,[M+NH4]+,170.08117,positive,Vanillin_[M+NH4]+
2-Hydroxyphenylacetic acid,[M+NH4]+,170.08117,positive,2-Hydroxyphenylacetic acid_[M+NH4]+
p-Hydroxyphenylacetic acid,[M+NH4]+,170.08117,positive,p-Hydroxyphenylacetic acid_[M+NH4]+
DL-Mandelic acid,[M+NH4]+,170.08117,positive,DL-Mandelic acid_[M+NH4]+
3-Hydroxyphenylacetic acid,[M+NH4]+,170.08117,positive,3-Hydroxyphenylacetic acid_[M+NH4]+
N1-Methyl-2-pyridone-5-carboxamide,[M+NH4]+,170.0924,positive,N1-Methyl-2-pyridone-5-carboxamide_[M+NH4]+
Ribitol,[M+NH4]+,170.1023,positive,Ribitol_[M+NH4]+
D-Arabitol,[M+NH4]+,170.1023,positive,D-Arabitol_[M+NH4]+
Xylitol,[M+NH4]+,170.1023,positive,Xylitol_[M+NH4]+
Camphor,[M+NH4]+,170.15393,positive,Camphor_[M+NH4]+
L-Arabitol,[M+NH4]+,170.17962,positive,L-Arabitol_[M+NH4]+
N1-Methyl-4-pyridone-3-carboxamide,[M+NH4]+,170.18442,positive,N1-Methyl-4-pyridone-3-carboxamide_[M+NH4]+
L-Cysteinesulfinic acid,[M+NH4]+,171.0434,positive,L-Cysteinesulfinic acid_[M+NH4]+
3-Hydroxyanthranilic acid,[M+NH4]+,171.07641,positive,3-Hydroxyanthranilic acid_[M+NH4]+
3-Aminosalicylic acid,[M+NH4]+,171.07641,positive,3-Aminosalicylic acid_[M+NH4]+
Dopamine,[M+NH4]+,171.1128,positive,Dopamine_[M+NH4]+
Dithiothreitol (DTT),[M+NH4]+,172.04604,positive,Dithiothreitol (DTT)_[M+NH4]+
"3,4-Dihydroxybenzoate (Protocatechuic acid)",[M+NH4]+,172.06043,positive,"3,4-Dihydroxybenzoate (Protocatechuic acid)_[M+NH4]+"
"2,3-Dihydroxybenzoic acid",[M+NH4]+,172.06043,positive,"2,3-Dihydroxybenzoic acid_[M+NH4]+"
Gentisic acid,[M+NH4]+,172.06043,positive,Gentisic acid_[M+NH4]+
L-Histidine,[M+NH4]+,173.1033,positive,L-Histidine_[M+NH4]+
Orotate,[M+NH4]+,174.05093,positive,Orotate_[M+NH4]+
Phosphoglycolic acid,[M+NH4]+,174.06512,positive,Phosphoglycolic acid_[M+NH4]+
L-Menthol,[M+NH4]+,174.18523,positive,L-Menthol_[M+NH4]+
L-dihydroorotate,[M+NH4]+,176.06658,positive,L-dihydroorotate_[M+NH4]+
Allantoin,[M+NH4]+,176.07781,positive,Allantoin_[M+NH4]+
Pelargonic acid,[M+NH4]+,176.1645,positive,Pelargonic acid_[M+NH4]+
CITIOLONE,[M+NH4]+,177.06922,positive,CITIOLONE_[M+NH4]+
Isovalerylglycine,[M+NH4]+,177.12336,positive,Isovalerylglycine_[M+NH4]+
DL-2-Aminooctanoic acid,[M+NH4]+,177.15975,positive,DL-2-Aminooctanoic acid_[M+NH4]+
n-Octanamide,[M+NH4]+,177.15975,positive,n-Octanamide_[M+NH4]+
2-Oxoadipic acid,[M+NH4]+,178.07099,positive,2-Oxoadipic acid_[M+NH4]+
3-Methyladipic acid,[M+NH4]+,178.10738,positive,3-Methyladipic acid_[M+NH4]+
Pimelic acid,[M+NH4]+,178.10738,positive,Pimelic acid_[M+NH4]+
D-Alanyl-D-alanine (D-Ala-D-Ala),[M+NH4]+,178.11861,positive,D-Alanyl-D-alanine (D-Ala-D-Ala)_[M+NH4]+
Tryptamine,[M+NH4]+,178.13387,positive,Tryptamine_[M+NH4]+
N6-Methyl-L-lysine,[M+NH4]+,178.155,positive,N6-Methyl-L-lysine_[M+NH4]+
Indole-3-carboxylic acid,[M+NH4]+,179.0815,positive,Indole-3-carboxylic acid_[M+NH4]+
DL-2-Aminoadipic acid,[M+NH4]+,179.10263,positive,DL-2-Aminoadipic acid_[M+NH4]+
L-Carnitine,[M+NH4]+,179.13901,positive,L-Carnitine_[M+NH4]+
Tryptophol,[M+NH4]+,179.23422,positive,Tryptophol_[M+NH4]+
DL-4-Hydroxy-2-ketoglutarate,[M+NH4]+,180.05026,positive,DL-4-Hydroxy-2-ketoglutarate_[M+NH4]+
3-Hydorxy-3-methylglutaric acid,[M+NH4]+,180.08665,positive,3-Hydorxy-3-methylglutaric acid_[M+NH4]+
5-Hydroxy-L-lysine,[M+NH4]+,180.13426,positive,5-Hydroxy-L-lysine_[M+NH4]+
Nicotine,[M+NH4]+,180.26542,positive,Nicotine_[M+NH4]+
Acetylcysteine,[M+NH4]+,181.06414,positive,Acetylcysteine_[M+NH4]+
Tiopronin,[M+NH4]+,181.06414,positive,Tiopronin_[M+NH4]+
L-Erythro-4-Hydroxyglutamic acid,[M+NH4]+,181.08189,positive,L-Erythro-4-Hydroxyglutamic acid_[M+NH4]+
Phenylpyruvate,[M+NH4]+,182.08117,positive,Phenylpyruvate_[M+NH4]+
4-Hydroxycinnamic acid,[M+NH4]+,182.08117,positive,4-Hydroxycinnamic acid_[M+NH4]+
trans-2-Hydroxycinnamic acid,[M+NH4]+,182.08117,positive,trans-2-Hydroxycinnamic acid_[M+NH4]+
L-Fucose,[M+NH4]+,182.1023,positive,L-Fucose_[M+NH4]+
L-Rhamnose,[M+NH4]+,182.1023,positive,L-Rhamnose_[M+NH4]+
Formylanthranilic acid,[M+NH4]+,183.07641,positive,Formylanthranilic acid_[M+NH4]+
DL-Methionine sulfoxide,[M+NH4]+,183.07979,positive,DL-Methionine sulfoxide_[M+NH4]+
L-Phenylalanine,[M+NH4]+,183.1128,positive,L-Phenylalanine_[M+NH4]+
Hordenine,[M+NH4]+,183.14918,positive,Hordenine_[M+NH4]+
1-Methylxanthine,[M+NH4]+,184.0829,positive,1-Methylxanthine_[M+NH4]+
7-Methylxanthine,[M+NH4]+,184.0829,positive,7-Methylxanthine_[M+NH4]+
3-Methylxanthine,[M+NH4]+,184.0829,positive,3-Methylxanthine_[M+NH4]+
DL-3-Phenyllactic acid,[M+NH4]+,184.09682,positive,DL-3-Phenyllactic acid_[M+NH4]+
Atrolactic acid,[M+NH4]+,184.09682,positive,Atrolactic acid_[M+NH4]+
Phenyllactic acid,[M+NH4]+,184.09682,positive,Phenyllactic acid_[M+NH4]+
4-Methoxyphenylacetic acid,[M+NH4]+,184.09682,positive,4-Methoxyphenylacetic acid_[M+NH4]+
3-(3-Hydroxyphenyl)propanoic acid,[M+NH4]+,184.09682,positive,3-(3-Hydroxyphenyl)propanoic acid_[M+NH4]+
3-(2-Hydroxyphenyl)propanoate,[M+NH4]+,184.20772,positive,3-(2-Hydroxyphenyl)propanoate_[M+NH4]+
Quinolinate,[M+NH4]+,185.05568,positive,Quinolinate_[M+NH4]+
Pyridoxal (Vitamin B6),[M+NH4]+,185.09206,positive,Pyridoxal (Vitamin B6)_[M+NH4]+
Synephrine,[M+NH4]+,185.12845,positive,Synephrine_[M+NH4]+
3-Methoxytyramine,[M+NH4]+,185.12845,positive,3-Methoxytyramine_[M+NH4]+
Phosphoenolpyruvate,[M+NH4]+,186.0162,positive,Phosphoenolpyruvate_[M+NH4]+
Uric acid,[M+NH4]+,186.06216,positive,Uric acid_[M+NH4]+
3-Hydroxymandelic acid,[M+NH4]+,186.07608,positive,3-Hydroxymandelic acid_[M+NH4]+
"3,4-Dihydroxyphenylacetic acid",[M+NH4]+,186.07608,positive,"3,4-Dihydroxyphenylacetic acid_[M+NH4]+"
Vanillic acid,[M+NH4]+,186.07608,positive,Vanillic acid_[M+NH4]+
Homogentisic acid,[M+NH4]+,186.07608,positive,Homogentisic acid_[M+NH4]+
Pyridoxamine (PM),[M+NH4]+,186.1237,positive,Pyridoxamine (PM)_[M+NH4]+
L-Cysteic acid,[M+NH4]+,187.03832,positive,L-Cysteic acid_[M+NH4]+
2-Furoylglycine,[M+NH4]+,187.07133,positive,2-Furoylglycine_[M+NH4]+
Pyridoxine,[M+NH4]+,187.10771,positive,Pyridoxine_[M+NH4]+
